distance_m,lat,lon,altitude_m,grade_pct
9470,36.723512,-4.346061,60.1,2.73
9475,36.723543,-4.346021,60.2,2.74
9480,36.723577,-4.345984,60.3,2.74
9485,36.723612,-4.345947,60.5,2.74
9490,36.723647,-4.345910,60.6,2.74
9495,36.723679,-4.345872,60.7,2.75
9500,36.723712,-4.345835,60.9,2.72
9505,36.723748,-4.345801,61.0,2.72
9510,36.723784,-4.345767,61.1,2.70
9515,36.723821,-4.345732,61.3,2.67
9520,36.723857,-4.345703,61.4,2.68
9525,36.723898,-4.345676,61.5,2.65
9530,36.723935,-4.345647,61.7,2.66
9535,36.723975,-4.345617,61.8,2.66
9540,36.724014,-4.345590,61.9,2.68
9545,36.724053,-4.345565,62.1,2.72
9550,36.724093,-4.345540,62.2,2.71
9555,36.724133,-4.345514,62.3,2.74
9560,36.724173,-4.345488,62.5,2.74
9565,36.724212,-4.345460,62.6,2.80
9570,36.724251,-4.345431,62.8,2.93
9575,36.724289,-4.345402,62.9,3.05
9580,36.724327,-4.345372,63.1,3.26
9585,36.724366,-4.345343,63.2,3.51
9590,36.724404,-4.345315,63.4,3.84
9595,36.724444,-4.345288,63.6,4.18
9600,36.724485,-4.345262,63.8,4.51
9605,36.724525,-4.345235,64.1,4.93
9610,36.724564,-4.345209,64.3,5.36
9615,36.724603,-4.345184,64.6,5.78
9620,36.724645,-4.345158,64.9,6.16
9625,36.724684,-4.345132,65.2,6.51
9630,36.724726,-4.345109,65.6,6.82
9635,36.724767,-4.345089,65.9,7.02
9640,36.724808,-4.345070,66.3,7.20
9645,36.724853,-4.345058,66.6,7.33
9650,36.724895,-4.345042,67.0,7.40
9655,36.724937,-4.345018,67.4,7.48
9660,36.724980,-4.345002,67.8,7.49
9665,36.725023,-4.344986,68.1,7.54
9670,36.725068,-4.344977,68.5,7.55
9675,36.725111,-4.344963,68.9,7.62
9680,36.725154,-4.344943,69.3,7.66
9685,36.725195,-4.344921,69.6,7.71
9690,36.725235,-4.344897,70.0,7.81
9695,36.725276,-4.344873,70.4,7.86
9700,36.725318,-4.344849,70.8,7.95
9705,36.725359,-4.344829,71.2,7.99
9710,36.725402,-4.344809,71.6,8.06
9715,36.725444,-4.344796,72.0,8.07
9720,36.725489,-4.344782,72.4,8.09
9725,36.725533,-4.344774,72.8,8.12
9730,36.725577,-4.344776,73.2,8.08
9735,36.725624,-4.344778,73.6,8.09
9740,36.725668,-4.344782,74.1,8.13
9745,36.725713,-4.344787,74.4,8.18
9750,36.725759,-4.344790,74.9,8.26
9755,36.725801,-4.344786,75.3,8.41
9760,36.725847,-4.344780,75.7,8.68
9765,36.725892,-4.344773,76.1,8.92
9770,36.725939,-4.344769,76.6,9.23
9775,36.725978,-4.344749,77.1,9.49
9780,36.726011,-4.344711,77.5,9.70
9785,36.726041,-4.344668,78.0,9.85
9790,36.726062,-4.344619,78.5,9.91
9795,36.726076,-4.344566,79.0,9.89
9800,36.726087,-4.344512,79.5,9.80
9805,36.726093,-4.344456,80.0,9.64
9810,36.726099,-4.344401,80.5,9.44
9815,36.726109,-4.344346,81.0,9.16
9820,36.726115,-4.344291,81.4,8.83
9825,36.726122,-4.344236,81.9,8.50
9830,36.726135,-4.344182,82.3,8.16
9835,36.726147,-4.344128,82.7,7.88
9840,36.726160,-4.344075,83.1,7.66
9845,36.726179,-4.344024,83.4,7.46
9850,36.726201,-4.343976,83.8,7.32
9855,36.726227,-4.343928,84.2,7.23
9860,36.726252,-4.343884,84.5,7.21
9865,36.726283,-4.343842,84.9,7.13
9870,36.726312,-4.343800,85.2,7.06
9875,36.726346,-4.343764,85.6,7.04
9880,36.726383,-4.343729,85.9,7.07
9885,36.726417,-4.343691,86.3,7.09
9890,36.726453,-4.343658,86.6,7.10
9895,36.726489,-4.343626,87.0,7.16
9900,36.726527,-4.343596,87.4,7.22
9905,36.726566,-4.343567,87.7,7.28
9910,36.726606,-4.343540,88.1,7.28
9915,36.726644,-4.343514,88.4,7.29
9920,36.726683,-4.343484,88.8,7.28
9925,36.726720,-4.343457,89.2,7.27
9930,36.726768,-4.343447,89.5,7.28
9935,36.726810,-4.343436,89.9,7.22
9940,36.726855,-4.343425,90.3,7.17
9945,36.726898,-4.343416,90.6,7.20
9950,36.726944,-4.343409,91.0,7.29
9955,36.726987,-4.343396,91.3,7.44
9960,36.727030,-4.343379,91.7,7.65
9965,36.727070,-4.343360,92.1,7.89
9970,36.727114,-4.343341,92.5,8.12
9975,36.727156,-4.343319,92.9,8.31
9980,36.727193,-4.343287,93.3,8.44
9985,36.727225,-4.343250,93.8,8.52
9990,36.727257,-4.343209,94.2,8.60
9995,36.727290,-4.343170,94.6,8.72
10000,36.727327,-4.343137,95.1,8.82
10005,36.727362,-4.343103,95.5,8.91
10010,36.727399,-4.343072,96.0,9.04
10015,36.727439,-4.343047,96.4,9.12
10020,36.727478,-4.343019,96.9,9.22
10025,36.727518,-4.342991,97.3,9.30
10030,36.727559,-4.342966,97.8,9.32
10035,36.727594,-4.342935,98.3,9.31
10040,36.727631,-4.342902,98.7,9.23
10045,36.727661,-4.342862,99.2,9.09
10050,36.727693,-4.342822,99.7,8.82
10055,36.727730,-4.342789,100.1,8.43
10060,36.727774,-4.342779,100.5,8.04
10065,36.727814,-4.342802,100.9,7.59
10070,36.727839,-4.342846,101.3,7.12
10075,36.727854,-4.342900,101.6,6.73
10080,36.727856,-4.342955,101.9,6.38
10085,36.727852,-4.343011,102.2,6.26
10090,36.727860,-4.343066,102.5,6.18
10095,36.727873,-4.343120,102.8,6.21
10100,36.727895,-4.343167,103.2,6.35
10105,36.727933,-4.343191,103.5,6.54
10110,36.727978,-4.343191,103.8,6.79
10115,36.728019,-4.343172,104.1,6.95
10120,36.728058,-4.343141,104.5,7.16
10125,36.728096,-4.343110,104.9,7.38
10130,36.728132,-4.343081,105.2,7.53
10135,36.728171,-4.343052,105.6,7.65
10140,36.728209,-4.343021,106.0,7.65
10145,36.728248,-4.342991,106.4,7.73
10150,36.728284,-4.342960,106.8,7.84
10155,36.728322,-4.342929,107.2,7.91
10160,36.728362,-4.342903,107.6,8.05
10165,36.728405,-4.342883,108.0,8.22
10170,36.728443,-4.342859,108.4,8.49
10175,36.728481,-4.342829,108.8,8.66
10180,36.728515,-4.342791,109.3,8.76
10185,36.728549,-4.342754,109.7,8.88
10190,36.728582,-4.342715,110.2,9.01
10195,36.728608,-4.342669,110.6,9.17
10200,36.728628,-4.342620,111.1,9.25
10205,36.728650,-4.342571,111.5,9.30
10210,36.728673,-4.342523,112.0,9.38
10215,36.728699,-4.342476,112.5,9.38
10220,36.728723,-4.342428,112.9,9.31
10225,36.728751,-4.342386,113.4,9.13
10230,36.728776,-4.342340,113.9,8.94
10235,36.728810,-4.342302,114.3,8.79
10240,36.728844,-4.342269,114.7,8.64
10245,36.728882,-4.342237,115.2,8.43
10250,36.728926,-4.342223,115.6,8.17
10255,36.728969,-4.342218,116.0,7.98
10260,36.729016,-4.342210,116.4,7.81
10265,36.729059,-4.342205,116.8,7.63
10270,36.729104,-4.342198,117.1,7.39
10275,36.729147,-4.342182,117.5,7.24
10280,36.729192,-4.342168,117.9,7.14
10285,36.729233,-4.342158,118.2,7.14
10290,36.729276,-4.342134,118.6,7.14
10295,36.729315,-4.342105,118.9,7.14
10300,36.729351,-4.342071,119.3,7.24
10305,36.729383,-4.342033,119.7,7.37
10310,36.729415,-4.341994,120.0,7.47
10315,36.729447,-4.341954,120.4,7.48
10320,36.729474,-4.341911,120.8,7.51
10325,36.729499,-4.341863,121.2,7.62
10330,36.729514,-4.341811,121.5,7.69
10335,36.729535,-4.341761,121.9,7.71
10340,36.729558,-4.341712,122.3,7.67
10345,36.729578,-4.341663,122.7,7.64
10350,36.729599,-4.341615,123.1,7.59
10355,36.729620,-4.341563,123.5,7.48
10360,36.729635,-4.341511,123.8,7.31
10365,36.729652,-4.341460,124.2,7.20
10370,36.729674,-4.341410,124.5,7.14
10375,36.729689,-4.341358,124.9,7.05
10380,36.729707,-4.341307,125.2,6.92
10385,36.729725,-4.341256,125.6,6.78
10390,36.729742,-4.341204,125.9,6.75
10395,36.729761,-4.341152,126.3,6.71
10400,36.729779,-4.341102,126.6,6.62
10405,36.729801,-4.341051,126.9,6.57
10410,36.729818,-4.341000,127.3,6.58
10415,36.729833,-4.340948,127.6,6.60
10420,36.729852,-4.340896,127.9,6.55
10425,36.729873,-4.340847,128.2,6.51
10430,36.729895,-4.340798,128.6,6.53
10435,36.729910,-4.340746,128.9,6.57
10440,36.729931,-4.340695,129.2,6.57
10445,36.729948,-4.340645,129.5,6.54
10450,36.729972,-4.340596,129.9,6.49
10455,36.729985,-4.340544,130.2,6.47
10460,36.730004,-4.340493,130.5,6.38
10465,36.730021,-4.340441,130.8,6.25
10470,36.730036,-4.340388,131.2,6.14
10475,36.730053,-4.340337,131.5,6.02
10480,36.730072,-4.340285,131.8,5.89
10485,36.730092,-4.340236,132.0,5.69
10490,36.730114,-4.340186,132.3,5.57
10495,36.730138,-4.340139,132.6,5.42
10500,36.730163,-4.340094,132.9,5.26
10505,36.730187,-4.340047,133.1,5.14
10510,36.730216,-4.340002,133.4,5.01
10515,36.730246,-4.339960,133.6,4.97
10520,36.730279,-4.339923,133.9,4.87
10525,36.730312,-4.339885,134.1,4.82
10530,36.730350,-4.339855,134.4,4.79
10535,36.730392,-4.339834,134.6,4.73
10540,36.730430,-4.339806,134.8,4.75
10545,36.730470,-4.339782,135.1,4.66
10550,36.730511,-4.339760,135.3,4.68
10555,36.730556,-4.339749,135.5,4.68
10560,36.730601,-4.339745,135.8,4.70
10565,36.730646,-4.339747,136.0,4.78
10570,36.730692,-4.339754,136.2,4.80
10575,36.730736,-4.339765,136.5,4.86
10580,36.730778,-4.339781,136.7,4.85
10585,36.730820,-4.339795,137.0,4.84
10590,36.730864,-4.339809,137.2,4.80
10595,36.730907,-4.339825,137.4,4.66
10600,36.730952,-4.339839,137.7,4.56
10605,36.730993,-4.339860,137.9,4.36
10610,36.731033,-4.339884,138.1,4.17
10615,36.731074,-4.339908,138.3,3.89
10620,36.731115,-4.339933,138.5,3.59
10625,36.731155,-4.339960,138.7,3.35
10630,36.731191,-4.339994,138.8,3.10
10635,36.731223,-4.340032,139.0,2.98
10640,36.731259,-4.340066,139.1,2.84
10645,36.731294,-4.340099,139.3,2.81
10650,36.731332,-4.340132,139.4,2.87
10655,36.731369,-4.340165,139.6,2.94
10660,36.731406,-4.340194,139.7,3.05
10665,36.731446,-4.340218,139.9,3.11
10670,36.731490,-4.340238,140.0,3.26
10675,36.731533,-4.340254,140.2,3.41
10680,36.731578,-4.340265,140.3,3.48
10685,36.731621,-4.340274,140.5,3.57
10690,36.731667,-4.340278,140.7,3.59
10695,36.731710,-4.340278,140.9,3.66
10700,36.731757,-4.340278,141.1,3.65
10705,36.731802,-4.340277,141.3,3.60
10710,36.731844,-4.340267,141.4,3.57
10715,36.731887,-4.340246,141.6,3.55
10720,36.731928,-4.340218,141.8,3.61
10725,36.731962,-4.340186,142.0,3.58
10730,36.731991,-4.340144,142.1,3.57
10735,36.732017,-4.340098,142.3,3.59
10740,36.732039,-4.340048,142.5,3.61
10745,36.732056,-4.339996,142.7,3.58
10750,36.732073,-4.339944,142.9,3.45
10755,36.732086,-4.339891,143.0,3.37
10760,36.732105,-4.339840,143.2,3.24
10765,36.732126,-4.339793,143.4,3.06
10770,36.732155,-4.339747,143.5,2.88
10775,36.732186,-4.339707,143.7,2.64
10780,36.732220,-4.339672,143.8,2.48
10785,36.732259,-4.339644,143.9,2.29
10790,36.732301,-4.339623,144.0,2.14
10795,36.732344,-4.339608,144.1,2.03
10800,36.732389,-4.339597,144.2,1.91
10805,36.732431,-4.339584,144.3,1.89
10810,36.732476,-4.339569,144.4,1.84
10815,36.732518,-4.339555,144.5,1.83
10820,36.732563,-4.339542,144.6,1.87
10825,36.732608,-4.339535,144.7,1.91
10830,36.732652,-4.339528,144.8,1.97
10835,36.732697,-4.339517,144.9,2.02
10840,36.732741,-4.339505,145.0,2.12
10845,36.732784,-4.339504,145.1,2.25
10850,36.732828,-4.339513,145.2,2.39
10855,36.732873,-4.339512,145.3,2.61
10860,36.732917,-4.339507,145.4,2.86
10865,36.732961,-4.339504,145.6,3.12
10870,36.733007,-4.339499,145.8,3.47
10875,36.733052,-4.339493,145.9,3.84
10880,36.733098,-4.339484,146.1,4.24
10885,36.733140,-4.339475,146.3,4.63
10890,36.733185,-4.339466,146.6,5.01
10895,36.733228,-4.339455,146.9,5.42
10900,36.733273,-4.339439,147.1,5.71
10905,36.733316,-4.339421,147.4,5.90
10910,36.733360,-4.339404,147.7,6.04
10915,36.733403,-4.339395,148.1,6.23
10920,36.733447,-4.339379,148.4,6.43
10925,36.733488,-4.339358,148.7,6.56
10930,36.733526,-4.339330,149.0,6.65
10935,36.733561,-4.339294,149.4,6.78
10940,36.733592,-4.339254,149.7,6.89
10945,36.733622,-4.339210,150.1,6.89
10950,36.733649,-4.339165,150.4,6.82
10955,36.733671,-4.339117,150.7,6.80
10960,36.733697,-4.339074,151.1,6.79
10965,36.733725,-4.339028,151.4,6.76
10970,36.733751,-4.338982,151.8,6.64
10975,36.733776,-4.338937,152.1,6.54
10980,36.733803,-4.338891,152.4,6.44
10985,36.733832,-4.338850,152.7,6.42
10990,36.733864,-4.338809,153.0,6.40
10995,36.733895,-4.338768,153.3,6.42
11000,36.733926,-4.338728,153.7,6.58
11005,36.733955,-4.338685,154.0,6.76
11010,36.733979,-4.338637,154.3,6.96
11015,36.733999,-4.338588,154.7,7.18
11020,36.734016,-4.338536,155.1,7.40
11025,36.734033,-4.338485,155.4,7.62
11030,36.734043,-4.338430,155.8,7.78
11035,36.734053,-4.338376,156.2,7.88
11040,36.734067,-4.338322,156.6,7.93
11045,36.734075,-4.338267,157.0,7.92
11050,36.734083,-4.338212,157.4,7.90
11055,36.734090,-4.338157,157.8,7.82
11060,36.734097,-4.338102,158.2,7.72
11065,36.734100,-4.338046,158.6,7.69
11070,36.734099,-4.337990,159.0,7.67
11075,36.734091,-4.337935,159.4,7.61
11080,36.734085,-4.337880,159.7,7.46
11085,36.734067,-4.337829,160.1,7.33
11090,36.734033,-4.337795,160.5,7.22
11095,36.733991,-4.337795,160.8,6.97
11100,36.733953,-4.337825,161.2,6.70
11105,36.733929,-4.337871,161.5,6.43
11110,36.733912,-4.337924,161.8,6.17
11115,36.733900,-4.337978,162.1,5.90
11120,36.733884,-4.338030,162.4,5.56
11125,36.733869,-4.338082,162.7,5.25
11130,36.733854,-4.338135,162.9,4.97
11135,36.733834,-4.338185,163.2,4.71
11140,36.733808,-4.338230,163.4,4.52
11145,36.733780,-4.338274,163.6,4.37
11150,36.733748,-4.338313,163.8,4.35
11155,36.733711,-4.338347,164.0,4.44
11160,36.733670,-4.338370,164.3,4.53
11165,36.733629,-4.338384,164.5,4.71
11170,36.733584,-4.338393,164.7,4.93
11175,36.733538,-4.338398,165.0,5.14
11180,36.733494,-4.338401,165.2,5.34
11185,36.733447,-4.338403,165.5,5.48
11190,36.733404,-4.338402,165.8,5.68
11195,36.733358,-4.338401,166.1,5.85
11200,36.733312,-4.338399,166.4,6.00
11205,36.733269,-4.338395,166.7,6.15
11210,36.733224,-4.338385,167.0,6.23
11215,36.733182,-4.338367,167.3,6.36
11220,36.733140,-4.338343,167.6,6.47
11225,36.733104,-4.338311,168.0,6.56
11230,36.733071,-4.338275,168.3,6.64
11235,36.733039,-4.338235,168.6,6.80
11240,36.733008,-4.338194,169.0,7.01
11245,36.732981,-4.338150,169.3,7.27
11250,36.732955,-4.338103,169.7,7.49
11255,36.732933,-4.338054,170.1,7.76
11260,36.732917,-4.338003,170.5,8.03
11265,36.732906,-4.337948,170.9,8.25
11270,36.732896,-4.337894,171.3,8.48
11275,36.732893,-4.337838,171.7,8.67
11280,36.732891,-4.337782,172.2,8.86
11285,36.732895,-4.337726,172.6,9.00
11290,36.732898,-4.337671,173.1,9.09
11295,36.732909,-4.337616,173.5,9.18
11300,36.732917,-4.337561,174.0,9.15
11305,36.732933,-4.337509,174.5,9.10
11310,36.732950,-4.337457,174.9,9.02
11315,36.732970,-4.337406,175.4,8.91
11320,36.732989,-4.337356,175.8,8.86
11325,36.733011,-4.337307,176.2,8.74
11330,36.733036,-4.337261,176.7,8.67
11335,36.733066,-4.337219,177.1,8.62
11340,36.733097,-4.337180,177.5,8.60
11345,36.733133,-4.337145,178.0,8.63
11350,36.733172,-4.337116,178.4,8.60
11355,36.733211,-4.337088,178.8,8.66
11360,36.733251,-4.337059,179.3,8.74
11365,36.733288,-4.337031,179.7,8.79
11370,36.733326,-4.337001,180.1,8.80
11375,36.733368,-4.336976,180.6,8.75
11380,36.733407,-4.336950,181.0,8.69
11385,36.733445,-4.336920,181.5,8.57
11390,36.733484,-4.336894,181.9,8.39
11395,36.733526,-4.336871,182.3,8.15
11400,36.733566,-4.336845,182.7,7.95
11405,36.733607,-4.336821,183.1,7.74
11410,36.733648,-4.336798,183.5,7.58
11415,36.733688,-4.336775,183.8,7.45
11420,36.733729,-4.336750,184.2,7.38
11425,36.733766,-4.336720,184.6,7.40
11430,36.733807,-4.336695,184.9,7.40
11435,36.733848,-4.336674,185.3,7.48
11440,36.733891,-4.336652,185.7,7.53
11445,36.733931,-4.336627,186.1,7.57
11450,36.733969,-4.336601,186.5,7.65
11455,36.734011,-4.336578,186.8,7.67
11460,36.734051,-4.336553,187.2,7.68
11465,36.734092,-4.336528,187.6,7.64
11470,36.734130,-4.336502,188.0,7.63
11475,36.734170,-4.336477,188.4,7.57
11480,36.734205,-4.336441,188.7,7.46
11485,36.734240,-4.336404,189.1,7.35
11490,36.734261,-4.336356,189.5,7.20
11495,36.734276,-4.336303,189.8,6.99
11500,36.734291,-4.336251,190.2,6.76
11505,36.734308,-4.336198,190.5,6.55
11510,36.734316,-4.336143,190.8,6.30
11515,36.734327,-4.336089,191.1,6.13
11520,36.734351,-4.336040,191.4,6.03
11525,36.734375,-4.335995,191.7,5.97
11530,36.734408,-4.335956,192.0,5.98
11535,36.734443,-4.335921,192.3,6.03
11540,36.734480,-4.335886,192.6,6.16
11545,36.734515,-4.335854,192.9,6.27
11550,36.734551,-4.335821,193.3,6.42
11555,36.734587,-4.335786,193.6,6.68
11560,36.734622,-4.335752,193.9,6.88
11565,36.734658,-4.335717,194.3,7.13
11570,36.734693,-4.335683,194.6,7.32
11575,36.734730,-4.335650,195.0,7.46
11580,36.734769,-4.335625,195.4,7.51
11585,36.734808,-4.335597,195.8,7.40
11590,36.734847,-4.335568,196.2,7.32
11595,36.734885,-4.335539,196.5,7.13
11600,36.734926,-4.335514,196.9,6.93
11605,36.734968,-4.335493,197.2,6.77
11610,36.735008,-4.335470,197.5,6.57
11615,36.735049,-4.335449,197.9,6.45
11620,36.735089,-4.335425,198.2,6.32
11625,36.735130,-4.335401,198.5,6.23
11630,36.735172,-4.335374,198.8,6.17
11635,36.735214,-4.335353,199.1,6.07
11640,36.735255,-4.335330,199.4,6.13
11645,36.735296,-4.335309,199.7,6.10
11650,36.735337,-4.335287,200.0,6.11
11655,36.735377,-4.335263,200.3,6.20
11660,36.735418,-4.335241,200.6,6.25
11665,36.735461,-4.335220,200.9,6.37
11670,36.735503,-4.335201,201.3,6.40
11675,36.735544,-4.335181,201.6,6.48
11680,36.735586,-4.335159,201.9,6.53
11685,36.735628,-4.335138,202.2,6.48
11690,36.735670,-4.335116,202.6,6.52
11695,36.735712,-4.335098,202.9,6.43
11700,36.735756,-4.335079,203.2,6.43
11705,36.735795,-4.335058,203.5,6.38
11710,36.735841,-4.335041,203.8,6.33
11715,36.735880,-4.335019,204.2,6.37
11720,36.735923,-4.335001,204.5,6.30
11725,36.735964,-4.334977,204.8,6.33
11730,36.736004,-4.334953,205.1,6.25
11735,36.736046,-4.334934,205.4,6.26
11740,36.736090,-4.334917,205.7,6.31
11745,36.736130,-4.334892,206.0,6.29
11750,36.736171,-4.334871,206.4,6.38
11755,36.736213,-4.334846,206.7,6.35
11760,36.736251,-4.334818,207.0,6.43
11765,36.736287,-4.334787,207.3,6.46
11770,36.736325,-4.334757,207.6,6.39
11775,36.736354,-4.334715,208.0,6.41
11780,36.736375,-4.334665,208.3,6.37
11785,36.736401,-4.334618,208.6,6.46
11790,36.736423,-4.334570,208.9,6.49
11795,36.736444,-4.334520,209.3,6.52
11800,36.736461,-4.334469,209.6,6.65
11805,36.736481,-4.334419,209.9,6.68
11810,36.736501,-4.334368,210.3,6.78
11815,36.736520,-4.334317,210.6,6.85
11820,36.736537,-4.334265,210.9,6.91
11825,36.736555,-4.334214,211.3,6.97
11830,36.736572,-4.334163,211.6,6.99
11835,36.736593,-4.334112,212.0,6.98
11840,36.736604,-4.334058,212.3,6.94
11845,36.736613,-4.334004,212.7,6.89
11850,36.736628,-4.333951,213.0,6.82
11855,36.736647,-4.333900,213.4,6.80
11860,36.736675,-4.333856,213.7,6.82
11865,36.736703,-4.333813,214.0,6.90
11870,36.736736,-4.333773,214.4,6.96
11875,36.736769,-4.333737,214.7,7.03
11880,36.736802,-4.333698,215.1,7.21
11885,36.736834,-4.333658,215.5,7.28
11890,36.736864,-4.333618,215.8,7.38
11895,36.736900,-4.333586,216.2,7.41
11900,36.736942,-4.333563,216.6,7.46
11905,36.736986,-4.333549,217.0,7.55
11910,36.737027,-4.333540,217.3,7.52
11915,36.737074,-4.333528,217.7,7.55
11920,36.737117,-4.333513,218.1,7.53
11925,36.737161,-4.333501,218.5,7.52
11930,36.737204,-4.333491,218.8,7.49
11935,36.737248,-4.333482,219.2,7.42
11940,36.737293,-4.333472,219.6,7.45
11945,36.737337,-4.333454,219.9,7.49
11950,36.737377,-4.333430,220.3,7.59
11955,36.737413,-4.333398,220.7,7.67
11960,36.737448,-4.333362,221.1,7.75
11965,36.737483,-4.333326,221.5,7.78
11970,36.737513,-4.333286,221.9,7.73
11975,36.737546,-4.333246,222.3,7.63
11980,36.737578,-4.333207,222.6,7.51
11985,36.737608,-4.333167,223.0,7.45
11990,36.737635,-4.333124,223.4,7.33
11995,36.737667,-4.333083,223.7,7.26
12000,36.737695,-4.333040,224.1,7.15
12005,36.737722,-4.332995,224.5,7.06
12010,36.737752,-4.332952,224.8,6.99
12015,36.737781,-4.332909,225.2,6.89
12020,36.737801,-4.332861,225.5,6.91
12025,36.737824,-4.332811,225.8,6.97
12030,36.737839,-4.332759,226.2,7.14
12035,36.737852,-4.332705,226.5,7.27
12040,36.737861,-4.332650,226.9,7.34
12045,36.737865,-4.332595,227.3,7.51
12050,36.737875,-4.332540,227.7,7.53
12055,36.737885,-4.332486,228.0,7.56
12060,36.737900,-4.332433,228.4,7.46
12065,36.737925,-4.332387,228.8,7.37
12070,36.737963,-4.332353,229.2,7.28
12075,36.738002,-4.332339,229.5,7.07
12080,36.738047,-4.332334,229.9,6.86
12085,36.738092,-4.332342,230.2,6.60
12090,36.738136,-4.332358,230.6,6.49
12095,36.738180,-4.332373,230.9,6.37
12100,36.738222,-4.332394,231.2,6.31
12105,36.738262,-4.332415,231.5,6.41
12110,36.738306,-4.332434,231.8,6.68
12115,36.738350,-4.332452,232.1,7.05
12120,36.738390,-4.332471,232.5,7.45
12125,36.738435,-4.332485,232.9,7.97
12130,36.738479,-4.332495,233.3,8.43
12135,36.738523,-4.332492,233.7,8.87
12140,36.738564,-4.332470,234.2,9.14
12145,36.738602,-4.332439,234.6,9.28
12150,36.738624,-4.332392,235.1,9.33
12155,36.738628,-4.332337,235.6,9.17
12160,36.738628,-4.332281,236.1,8.97
12165,36.738610,-4.332231,236.5,8.51
12170,36.738576,-4.332198,236.9,8.04
12175,36.738537,-4.332173,237.3,7.45
12180,36.738490,-4.332162,237.7,6.75
12185,36.738447,-4.332152,238.0,6.17
12190,36.738405,-4.332132,238.3,5.56
12195,36.738361,-4.332125,238.5,5.14
12200,36.738316,-4.332121,238.8,4.81
12205,36.738272,-4.332107,239.0,4.62
12210,36.738227,-4.332092,239.2,4.54
12215,36.738185,-4.332077,239.5,4.40
12220,36.738146,-4.332053,239.7,4.40
12225,36.738104,-4.332035,239.9,4.39
12230,36.738059,-4.332015,240.1,4.42
12235,36.738018,-4.331996,240.3,4.48
12240,36.737974,-4.331989,240.6,4.54
12245,36.737930,-4.331982,240.8,4.69
12250,36.737886,-4.331997,241.0,4.85
12255,36.737849,-4.332026,241.3,5.03
12260,36.737817,-4.332065,241.5,5.23
12265,36.737790,-4.332112,241.8,5.50
12270,36.737772,-4.332162,242.1,5.85
12275,36.737759,-4.332215,242.4,6.20
12280,36.737743,-4.332268,242.7,6.52
12285,36.737723,-4.332318,243.0,6.80
12290,36.737702,-4.332368,243.4,7.07
12295,36.737677,-4.332413,243.7,7.33
12300,36.737648,-4.332456,244.1,7.50
12305,36.737613,-4.332491,244.5,7.64
12310,36.737570,-4.332510,244.9,7.70
12315,36.737528,-4.332498,245.3,7.73
12320,36.737489,-4.332472,245.7,7.68
12325,36.737457,-4.332432,246.0,7.55
12330,36.737440,-4.332380,246.4,7.42
12335,36.737431,-4.332325,246.8,7.31
12340,36.737427,-4.332270,247.1,7.26
12345,36.737423,-4.332214,247.5,7.28
12350,36.737425,-4.332158,247.9,7.34
12355,36.737431,-4.332103,248.2,7.37
12360,36.737447,-4.332050,248.6,7.42
12365,36.737475,-4.332007,249.0,7.47
12370,36.737508,-4.331968,249.4,7.53
12375,36.737540,-4.331929,249.7,7.56
12380,36.737572,-4.331890,250.1,7.59
12385,36.737601,-4.331847,250.5,7.68
12390,36.737632,-4.331805,250.9,7.71
12395,36.737662,-4.331765,251.3,7.70
12400,36.737692,-4.331726,251.7,7.58
12405,36.737725,-4.331686,252.0,7.37
12410,36.737761,-4.331649,252.4,7.12
12415,36.737796,-4.331616,252.8,6.78
12420,36.737836,-4.331590,253.1,6.41
12425,36.737877,-4.331568,253.4,5.99
12430,36.737917,-4.331546,253.7,5.61
12435,36.737961,-4.331534,254.0,5.19
12440,36.738005,-4.331525,254.2,4.75
12445,36.738051,-4.331522,254.4,4.38
12450,36.738096,-4.331526,254.6,4.02
12455,36.738141,-4.331520,254.8,3.68
12460,36.738186,-4.331514,255.0,3.39
12465,36.738230,-4.331511,255.2,3.23
12470,36.738274,-4.331512,255.3,3.10
12475,36.738320,-4.331514,255.5,2.94
12480,36.738364,-4.331516,255.6,2.83
12485,36.738411,-4.331515,255.8,2.71
12490,36.738456,-4.331515,255.9,2.62
12495,36.738501,-4.331515,256.0,2.54
12500,36.738547,-4.331510,256.1,2.52
12505,36.738591,-4.331503,256.2,2.55
12510,36.738634,-4.331495,256.4,2.66
12515,36.738680,-4.331489,256.5,2.80
12520,36.738724,-4.331483,256.6,2.89
12525,36.738769,-4.331483,256.8,3.01
12530,36.738815,-4.331484,257.0,3.09
12535,36.738859,-4.331488,257.1,3.18
12540,36.738903,-4.331497,257.3,3.25
12545,36.738944,-4.331522,257.4,3.34
12550,36.738981,-4.331553,257.6,3.40
12555,36.739017,-4.331588,257.8,3.35
12560,36.739051,-4.331622,258.0,3.34
12565,36.739087,-4.331658,258.1,3.23
12570,36.739115,-4.331699,258.3,3.09
12575,36.739143,-4.331744,258.4,2.99
12580,36.739168,-4.331791,258.6,2.91
12585,36.739192,-4.331837,258.7,2.95
12590,36.739222,-4.331882,258.9,2.95
12595,36.739253,-4.331920,259.0,3.03
12600,36.739291,-4.331951,259.2,3.07
12605,36.739328,-4.331980,259.3,3.11
12610,36.739370,-4.332006,259.5,3.19
12615,36.739411,-4.332030,259.6,3.19
12620,36.739451,-4.332053,259.8,3.30
12625,36.739493,-4.332074,260.0,3.45
12630,36.739536,-4.332092,260.1,3.61
12635,36.739580,-4.332112,260.3,3.75
12640,36.739622,-4.332131,260.5,3.89
