distance_m,lat,lon,altitude_m,grade_pct
29495,36.722362,-4.376807,48.3,0.09
29500,36.722354,-4.376862,48.3,0.16
29505,36.722350,-4.376917,48.3,0.28
29510,36.722347,-4.376973,48.3,0.39
29515,36.722344,-4.377029,48.4,0.47
29520,36.722342,-4.377085,48.4,0.50
29525,36.722338,-4.377141,48.4,0.50
29530,36.722333,-4.377197,48.5,0.51
29535,36.722330,-4.377252,48.5,0.52
29540,36.722327,-4.377308,48.5,0.52
29545,36.722322,-4.377364,48.5,0.56
29550,36.722316,-4.377420,48.6,0.63
29555,36.722310,-4.377475,48.6,0.68
29560,36.722303,-4.377530,48.6,0.70
29565,36.722295,-4.377585,48.7,0.70
29570,36.722287,-4.377640,48.7,0.70
29575,36.722279,-4.377695,48.7,0.75
29580,36.722270,-4.377750,48.8,0.81
29585,36.722262,-4.377805,48.8,0.88
29590,36.722253,-4.377860,48.9,0.96
29595,36.722243,-4.377915,48.9,1.02
29600,36.722234,-4.377969,49.0,1.07
29605,36.722226,-4.378024,49.0,1.09
29610,36.722217,-4.378079,49.1,1.14
29615,36.722211,-4.378135,49.1,1.17
29620,36.722204,-4.378190,49.2,1.15
29625,36.722196,-4.378245,49.2,1.09
29630,36.722188,-4.378300,49.3,0.98
29635,36.722178,-4.378355,49.4,0.86
29640,36.722169,-4.378410,49.4,0.66
29645,36.722163,-4.378465,49.4,0.46
29650,36.722155,-4.378520,49.4,0.30
29655,36.722146,-4.378575,49.4,0.22
29660,36.722137,-4.378630,49.4,0.20
29665,36.722127,-4.378684,49.4,0.15
29670,36.722118,-4.378739,49.5,0.08
29675,36.722109,-4.378794,49.5,0.03
29680,36.722103,-4.378849,49.5,0.03
29685,36.722096,-4.378905,49.5,-0.01
29690,36.722089,-4.378960,49.5,-0.07
29695,36.722081,-4.379015,49.5,-0.07
29700,36.722074,-4.379071,49.5,-0.04
29705,36.722067,-4.379126,49.5,-0.00
29710,36.722062,-4.379182,49.5,-0.04
29715,36.722056,-4.379237,49.5,-0.10
29720,36.722046,-4.379292,49.5,-0.16
29725,36.722040,-4.379347,49.4,-0.19
29730,36.722034,-4.379402,49.4,-0.19
29735,36.722021,-4.379456,49.4,-0.19
29740,36.722013,-4.379511,49.4,-0.15
29745,36.722007,-4.379566,49.4,-0.07
29750,36.722000,-4.379622,49.4,0.05
29755,36.721992,-4.379677,49.4,0.14
29760,36.721985,-4.379732,49.4,0.20
29765,36.721978,-4.379787,49.4,0.26
29770,36.721972,-4.379843,49.4,0.32
29775,36.721966,-4.379898,49.5,0.36
29780,36.721961,-4.379954,49.5,0.36
29785,36.721955,-4.380009,49.5,0.36
29790,36.721949,-4.380065,49.5,0.36
29795,36.721942,-4.380120,49.5,0.36
29800,36.721937,-4.380176,49.6,0.34
29805,36.721932,-4.380231,49.6,0.29
29810,36.721925,-4.380287,49.6,0.28
29815,36.721918,-4.380342,49.6,0.28
29820,36.721913,-4.380398,49.6,0.28
29825,36.721910,-4.380453,49.6,0.28
29830,36.721908,-4.380509,49.6,0.30
29835,36.721902,-4.380565,49.7,0.36
29840,36.721896,-4.380620,49.7,0.42
29845,36.721889,-4.380676,49.7,0.48
29850,36.721886,-4.380732,49.7,0.54
29855,36.721884,-4.380787,49.7,0.65
29860,36.721882,-4.380843,49.8,0.76
29865,36.721882,-4.380899,49.8,0.82
29870,36.721882,-4.380955,49.9,0.84
29875,36.721882,-4.381011,49.9,0.84
29880,36.721885,-4.381067,50.0,0.83
29885,36.721889,-4.381123,50.0,0.79
29890,36.721893,-4.381178,50.0,0.73
29895,36.721893,-4.381234,50.1,0.67
29900,36.721894,-4.381290,50.1,0.63
29905,36.721897,-4.381346,50.1,0.63
29910,36.721904,-4.381401,50.2,0.59
29915,36.721909,-4.381457,50.2,0.53
29920,36.721912,-4.381513,50.2,0.47
29925,36.721914,-4.381569,50.2,0.50
29930,36.721917,-4.381624,50.3,0.54
29935,36.721920,-4.381680,50.3,0.54
29940,36.721924,-4.381736,50.3,0.62
29945,36.721928,-4.381792,50.3,0.74
29950,36.721932,-4.381848,50.4,0.86
29955,36.721937,-4.381903,50.4,0.92
29960,36.721942,-4.381959,50.5,0.92
29965,36.721950,-4.382014,50.5,0.92
29970,36.721958,-4.382069,50.6,0.93
29975,36.721968,-4.382123,50.6,0.93
29980,36.721976,-4.382178,50.7,0.89
29985,36.721984,-4.382233,50.7,0.85
29990,36.721994,-4.382289,50.8,0.88
29995,36.722000,-4.382344,50.8,0.90
30000,36.722008,-4.382398,50.8,0.87
30005,36.722018,-4.382453,50.9,0.80
30010,36.722024,-4.382509,50.9,0.78
30015,36.722030,-4.382564,51.0,0.78
30020,36.722038,-4.382619,51.0,0.75
30025,36.722049,-4.382674,51.0,0.65
30030,36.722057,-4.382729,51.1,0.53
30035,36.722061,-4.382785,51.1,0.41
30040,36.722061,-4.382841,51.1,0.29
30045,36.722055,-4.382896,51.1,0.14
30050,36.722051,-4.382952,51.1,-0.04
30055,36.722050,-4.383008,51.1,-0.15
30060,36.722050,-4.383064,51.1,-0.21
30065,36.722042,-4.383119,51.1,-0.27
30070,36.722032,-4.383174,51.1,-0.33
30075,36.722020,-4.383228,51.1,-0.32
30080,36.722004,-4.383281,51.0,-0.22
30085,36.721989,-4.383334,51.0,-0.10
30090,36.721975,-4.383386,51.0,0.02
30095,36.721960,-4.383439,51.0,0.14
30100,36.721945,-4.383492,51.0,0.26
30105,36.721934,-4.383546,51.1,0.34
30110,36.721922,-4.383600,51.1,0.36
30115,36.721909,-4.383654,51.1,0.36
30120,36.721895,-4.383707,51.1,0.36
30125,36.721879,-4.383759,51.1,0.36
30130,36.721867,-4.383813,51.2,0.32
30135,36.721855,-4.383867,51.2,0.26
30140,36.721846,-4.383922,51.2,0.20
30145,36.721836,-4.383976,51.2,0.14
30150,36.721827,-4.384031,51.2,0.08
30155,36.721815,-4.384085,51.2,0.02
30160,36.721801,-4.384137,51.2,0.00
30165,36.721786,-4.384190,51.2,0.00
30170,36.721769,-4.384242,51.2,0.00
30175,36.721751,-4.384293,51.2,0.00
30180,36.721734,-4.384345,51.2,0.00
30185,36.721718,-4.384397,51.2,0.00
30190,36.721704,-4.384451,51.2,0.00
30195,36.721690,-4.384504,51.2,0.00
30200,36.721678,-4.384558,51.2,0.00
30205,36.721664,-4.384611,51.2,0.00
30210,36.721648,-4.384663,51.2,0.00
30215,36.721631,-4.384715,51.2,0.00
30220,36.721615,-4.384767,51.2,0.00
30225,36.721600,-4.384820,51.2,0.00
30230,36.721583,-4.384873,51.2,0.00
30235,36.721572,-4.384927,51.2,0.00
30240,36.721565,-4.384983,51.2,0.00
30245,36.721563,-4.385038,51.2,0.00
30250,36.721561,-4.385094,51.2,0.00
30255,36.721559,-4.385150,51.2,0.00
30260,36.721558,-4.385206,51.2,0.00
30265,36.721558,-4.385262,51.2,0.04
30270,36.721558,-4.385318,51.2,0.10
30275,36.721558,-4.385374,51.2,0.16
30280,36.721558,-4.385430,51.2,0.27
30285,36.721559,-4.385486,51.2,0.39
30290,36.721564,-4.385541,51.2,0.51
30295,36.721568,-4.385597,51.3,0.59
30300,36.721573,-4.385653,51.3,0.67
30305,36.721580,-4.385708,51.4,0.79
30310,36.721588,-4.385763,51.4,0.86
30315,36.721600,-4.385817,51.4,0.92
30320,36.721611,-4.385871,51.5,0.94
30325,36.721619,-4.385926,51.5,0.94
30330,36.721626,-4.385982,51.6,0.97
30335,36.721636,-4.386036,51.6,0.93
30340,36.721647,-4.386091,51.7,0.87
30345,36.721659,-4.386145,51.7,0.81
30350,36.721674,-4.386197,51.8,0.79
30355,36.721688,-4.386250,51.8,0.78
30360,36.721704,-4.386302,51.8,0.74
30365,36.721725,-4.386353,51.9,0.72
30370,36.721743,-4.386403,51.9,0.76
30375,36.721765,-4.386453,51.9,0.86
30380,36.721784,-4.386504,52.0,0.92
30385,36.721801,-4.386555,52.0,0.94
30390,36.721819,-4.386606,52.1,0.94
30395,36.721843,-4.386655,52.1,0.94
30400,36.721861,-4.386706,52.2,0.90
30405,36.721876,-4.386758,52.2,0.80
30410,36.721900,-4.386806,52.3,0.73
30415,36.721960,-4.386896,52.3,0.62
30420,36.721985,-4.386942,52.3,0.50
30425,36.722005,-4.386992,52.4,0.34
30430,36.722026,-4.387042,52.4,0.12
30435,36.722048,-4.387091,52.4,-0.06
30440,36.722068,-4.387141,52.4,-0.24
30445,36.722090,-4.387190,52.3,-0.38
30450,36.722113,-4.387239,52.3,-0.50
30455,36.722134,-4.387288,52.3,-0.57
30460,36.722154,-4.387338,52.3,-0.54
30465,36.722174,-4.387388,52.2,-0.54
30470,36.722193,-4.387438,52.2,-0.49
30475,36.722215,-4.387487,52.2,-0.37
30480,36.722238,-4.387536,52.2,-0.25
30485,36.722259,-4.387586,52.1,-0.15
30490,36.722276,-4.387637,52.1,-0.08
30495,36.722292,-4.387689,52.1,-0.01
30500,36.722308,-4.387742,52.1,0.06
30505,36.722322,-4.387794,52.1,0.12
30510,36.722334,-4.387848,52.2,0.17
30515,36.722344,-4.387903,52.2,0.17
30520,36.722355,-4.387957,52.2,0.18
30525,36.722364,-4.388012,52.2,0.22
30530,36.722371,-4.388067,52.2,0.23
30535,36.722379,-4.388123,52.2,0.23
30540,36.722385,-4.388178,52.2,0.25
30545,36.722389,-4.388234,52.2,0.31
30550,36.722392,-4.388290,52.3,0.36
30555,36.722398,-4.388345,52.3,0.36
30560,36.722405,-4.388400,52.3,0.36
30565,36.722408,-4.388456,52.3,0.36
30570,36.722413,-4.388512,52.3,0.36
30575,36.722418,-4.388567,52.3,0.35
30580,36.722423,-4.388623,52.4,0.30
30585,36.722426,-4.388679,52.4,0.24
30590,36.722430,-4.388735,52.4,0.18
30595,36.722435,-4.388790,52.4,0.15
30600,36.722440,-4.388846,52.4,0.15
30605,36.722445,-4.388901,52.4,0.16
30610,36.722450,-4.388957,52.4,0.21
30615,36.722453,-4.389013,52.4,0.27
30620,36.722456,-4.389069,52.4,0.29
30625,36.722458,-4.389125,52.5,0.26
30630,36.722461,-4.389180,52.5,0.20
30635,36.722463,-4.389236,52.5,0.14
30640,36.722466,-4.389292,52.5,0.08
30645,36.722471,-4.389348,52.5,0.02
30650,36.722476,-4.389403,52.5,-0.03
30655,36.722481,-4.389459,52.5,-0.09
30660,36.722483,-4.389515,52.5,-0.15
30665,36.722485,-4.389571,52.5,-0.21
30670,36.722485,-4.389627,52.5,-0.27
30675,36.722487,-4.389683,52.4,-0.29
30680,36.722489,-4.389739,52.4,-0.26
30685,36.722492,-4.389794,52.4,-0.20
30690,36.722494,-4.389850,52.4,-0.14
30695,36.722497,-4.389906,52.4,-0.08
30700,36.722499,-4.389962,52.4,-0.02
30705,36.722500,-4.390018,52.4,0.00
30710,36.722501,-4.390074,52.4,0.00
30715,36.722505,-4.390130,52.4,0.00
30720,36.722509,-4.390186,52.4,0.00
30725,36.722511,-4.390242,52.4,0.00
30730,36.722514,-4.390297,52.4,0.00
30735,36.722517,-4.390353,52.4,0.00
30740,36.722522,-4.390409,52.4,0.01
30745,36.722525,-4.390465,52.4,0.05
30750,36.722528,-4.390521,52.4,0.11
30755,36.722533,-4.390576,52.4,0.17
30760,36.722538,-4.390632,52.4,0.23
30765,36.722542,-4.390688,52.4,0.29
30770,36.722545,-4.390743,52.5,0.34
30775,36.722549,-4.390799,52.5,0.36
30780,36.722554,-4.390855,52.5,0.36
30785,36.722558,-4.390911,52.5,0.36
30790,36.722563,-4.390966,52.5,0.36
30795,36.722568,-4.391022,52.5,0.36
30800,36.722573,-4.391077,52.6,0.32
30805,36.722578,-4.391133,52.6,0.26
30810,36.722583,-4.391189,52.6,0.19
30815,36.722586,-4.391245,52.6,0.13
30820,36.722590,-4.391300,52.6,0.06
30825,36.722597,-4.391356,52.6,-0.04
30830,36.722605,-4.391411,52.6,-0.12
30835,36.722613,-4.391466,52.6,-0.18
30840,36.722623,-4.391520,52.6,-0.24
30845,36.722632,-4.391575,52.6,-0.31
30850,36.722641,-4.391631,52.5,-0.35
30855,36.722653,-4.391684,52.5,-0.36
30860,36.722666,-4.391737,52.5,-0.36
30865,36.722682,-4.391790,52.5,-0.36
30870,36.722698,-4.391842,52.5,-0.36
30875,36.722714,-4.391893,52.5,-0.35
30880,36.722735,-4.391944,52.4,-0.30
30885,36.722755,-4.391995,52.4,-0.24
30890,36.722774,-4.392045,52.4,-0.18
30895,36.722796,-4.392094,52.4,-0.15
30900,36.722817,-4.392144,52.4,-0.15
30905,36.722836,-4.392193,52.4,-0.17
30910,36.722858,-4.392242,52.4,-0.22
30915,36.722882,-4.392292,52.4,-0.28
30920,36.722901,-4.392341,52.4,-0.38
30925,36.722922,-4.392391,52.3,-0.47
30930,36.722946,-4.392439,52.3,-0.53
30935,36.722968,-4.392487,52.3,-0.59
30940,36.722989,-4.392536,52.2,-0.65
30945,36.723008,-4.392586,52.2,-0.71
30950,36.723027,-4.392637,52.2,-0.72
30955,36.723046,-4.392688,52.1,-0.72
30960,36.723063,-4.392740,52.1,-0.72
30965,36.723080,-4.392792,52.1,-0.75
30970,36.723097,-4.392844,52.0,-0.81
30975,36.723112,-4.392897,52.0,-0.82
30980,36.723125,-4.392951,52.0,-0.84
30985,36.723135,-4.393005,51.9,-0.90
30990,36.723142,-4.393060,51.9,-0.96
30995,36.723149,-4.393115,51.8,-1.01
31000,36.723157,-4.393171,51.8,-1.06
31005,36.723163,-4.393226,51.7,-1.14
31010,36.723167,-4.393282,51.6,-1.18
31015,36.723170,-4.393338,51.6,-1.18
31020,36.723171,-4.393394,51.5,-1.18
31025,36.723171,-4.393450,51.5,-1.17
31030,36.723169,-4.393506,51.4,-1.12
31035,36.723167,-4.393562,51.4,-1.07
31040,36.723167,-4.393618,51.3,-1.01
31045,36.723169,-4.393674,51.2,-0.97
31050,36.723170,-4.393729,51.2,-0.96
31055,36.723163,-4.393785,51.2,-0.91
31060,36.723160,-4.393841,51.1,-0.87
31065,36.723160,-4.393897,51.1,-0.87
31070,36.723156,-4.393953,51.0,-0.93
31075,36.723152,-4.394009,51.0,-0.95
31080,36.723152,-4.394065,50.9,-0.90
31085,36.723151,-4.394120,50.9,-0.89
31090,36.723149,-4.394176,50.8,-0.88
31095,36.723146,-4.394232,50.8,-0.83
31100,36.723145,-4.394288,50.8,-0.75
31105,36.723145,-4.394344,50.7,-0.65
31110,36.723146,-4.394400,50.7,-0.59
31115,36.723148,-4.394456,50.7,-0.51
31120,36.723146,-4.394512,50.6,-0.40
31125,36.723143,-4.394567,50.6,-0.28
31130,36.723141,-4.394623,50.6,-0.18
31135,36.723137,-4.394679,50.6,-0.12
31140,36.723132,-4.394735,50.6,-0.06
31145,36.723125,-4.394790,50.6,-0.01
31150,36.723117,-4.394845,50.6,0.00
31155,36.723108,-4.394900,50.6,0.00
31160,36.723099,-4.394955,50.6,0.00
31165,36.723089,-4.395010,50.6,0.00
31170,36.723077,-4.395064,50.6,0.00
31175,36.723065,-4.395118,50.6,0.00
31180,36.723053,-4.395171,50.6,0.00
31185,36.723039,-4.395225,50.6,0.00
31190,36.723024,-4.395278,50.6,0.00
31195,36.723010,-4.395331,50.6,0.00
31200,36.722994,-4.395383,50.6,0.00
31205,36.722977,-4.395435,50.6,0.00
31210,36.722961,-4.395487,50.6,0.00
31215,36.722944,-4.395539,50.6,0.00
31220,36.722926,-4.395590,50.6,0.00
31225,36.722909,-4.395642,50.6,-0.03
31230,36.722892,-4.395693,50.6,-0.09
31235,36.722871,-4.395744,50.6,-0.15
31240,36.722851,-4.395794,50.6,-0.21
31245,36.722833,-4.395845,50.6,-0.28
31250,36.722812,-4.395895,50.6,-0.34
31255,36.722792,-4.395945,50.5,-0.36
31260,36.722773,-4.395996,50.5,-0.36
31265,36.722755,-4.396047,50.5,-0.36
31270,36.722736,-4.396098,50.5,-0.36
31275,36.722720,-4.396149,50.5,-0.36
31280,36.722701,-4.396200,50.4,-0.33
31285,36.722682,-4.396251,50.4,-0.27
31290,36.722660,-4.396300,50.4,-0.21
31295,36.722639,-4.396350,50.4,-0.15
31300,36.722620,-4.396401,50.4,-0.09
31305,36.722600,-4.396451,50.4,-0.03
31310,36.722579,-4.396501,50.4,0.00
31315,36.722560,-4.396551,50.4,0.00
31320,36.722540,-4.396602,50.4,0.00
31325,36.722519,-4.396652,50.4,0.00
31330,36.722500,-4.396703,50.4,0.00
31335,36.722482,-4.396753,50.4,0.00
31340,36.722463,-4.396804,50.4,0.00
31345,36.722446,-4.396856,50.4,0.00
31350,36.722429,-4.396908,50.4,0.00
31355,36.722411,-4.396959,50.4,-0.03
31360,36.722392,-4.397010,50.4,-0.09
31365,36.722373,-4.397061,50.4,-0.15
31370,36.722357,-4.397113,50.4,-0.19
31375,36.722343,-4.397165,50.4,-0.20
31380,36.722327,-4.397217,50.4,-0.20
31385,36.722311,-4.397270,50.3,-0.16
31390,36.722297,-4.397323,50.3,-0.10
31395,36.722281,-4.397376,50.3,-0.06
31400,36.722265,-4.397429,50.3,-0.07
31405,36.722251,-4.397482,50.3,-0.12
31410,36.722236,-4.397535,50.3,-0.15
31415,36.722220,-4.397587,50.3,-0.15
31420,36.722205,-4.397640,50.3,-0.15
31425,36.722190,-4.397692,50.3,-0.16
31430,36.722177,-4.397745,50.3,-0.17
31435,36.722163,-4.397799,50.3,-0.17
31440,36.722150,-4.397853,50.3,-0.20
31445,36.722138,-4.397906,50.3,-0.26
31450,36.722126,-4.397960,50.3,-0.31
31455,36.722112,-4.398014,50.2,-0.30
31460,36.722100,-4.398068,50.2,-0.24
31465,36.722090,-4.398122,50.2,-0.18
31470,36.722077,-4.398175,50.2,-0.12
31475,36.722063,-4.398228,50.2,-0.06
31480,36.722049,-4.398282,50.2,-0.05
31485,36.722036,-4.398336,50.2,-0.08
31490,36.722022,-4.398389,50.2,-0.10
31495,36.722006,-4.398441,50.2,-0.10
31500,36.721990,-4.398494,50.2,-0.10
31505,36.721976,-4.398547,50.2,-0.10
31510,36.721962,-4.398600,50.2,-0.06
31515,36.721947,-4.398654,50.2,-0.01
31520,36.721935,-4.398707,50.2,-0.03
31525,36.721923,-4.398761,50.2,-0.09
31530,36.721909,-4.398814,50.2,-0.15
31535,36.721895,-4.398867,50.2,-0.17
31540,36.721881,-4.398921,50.1,-0.19
31545,36.721867,-4.398974,50.1,-0.24
31550,36.721855,-4.399027,50.1,-0.27
31555,36.721843,-4.399081,50.1,-0.27
31560,36.721829,-4.399135,50.1,-0.27
31565,36.721815,-4.399189,50.1,-0.30
31570,36.721803,-4.399242,50.1,-0.35
31575,36.721790,-4.399296,50.0,-0.33
31580,36.721776,-4.399350,50.0,-0.27
31585,36.721764,-4.399403,50.0,-0.17
31590,36.721750,-4.399456,50.0,-0.05
31595,36.721733,-4.399507,50.0,0.07
31600,36.721717,-4.399560,50.0,0.19
31605,36.721700,-4.399612,50.0,0.28
31610,36.721686,-4.399665,50.0,0.34
31615,36.721671,-4.399718,50.1,0.36
31620,36.721657,-4.399770,50.1,0.36
31625,36.721640,-4.399822,50.1,0.36
31630,36.721623,-4.399874,50.1,0.36
31635,36.721605,-4.399925,50.1,0.36
31640,36.721586,-4.399977,50.2,0.32
31645,36.721568,-4.400029,50.2,0.26
31650,36.721551,-4.400081,50.2,0.20
31655,36.721537,-4.400133,50.2,0.16
31660,36.721523,-4.400186,50.2,0.15
31665,36.721507,-4.400239,50.2,0.15
31670,36.721490,-4.400292,50.2,0.19
31675,36.721474,-4.400344,50.2,0.25
31680,36.721458,-4.400396,50.2,0.31
31685,36.721442,-4.400449,50.3,0.35
31690,36.721426,-4.400500,50.3,0.36
31695,36.721409,-4.400551,50.3,0.36
31700,36.721391,-4.400603,50.3,0.36
31705,36.721374,-4.400655,50.3,0.36
31710,36.721357,-4.400707,50.3,0.35
31715,36.721336,-4.400757,50.4,0.30
31720,36.721317,-4.400808,50.4,0.24
31725,36.721301,-4.400859,50.4,0.18
31730,36.721284,-4.400911,50.4,0.12
31735,36.721267,-4.400963,50.4,0.05
31740,36.721250,-4.401015,50.4,0.01
31745,36.721232,-4.401066,50.4,-0.03
31750,36.721213,-4.401118,50.4,-0.09
31755,36.721196,-4.401169,50.4,-0.15
31760,36.721178,-4.401220,50.4,-0.21
31765,36.721159,-4.401272,50.4,-0.27
31770,36.721142,-4.401323,50.4,-0.33
31775,36.721124,-4.401374,50.3,-0.36
31780,36.721105,-4.401425,50.3,-0.36
31785,36.721087,-4.401477,50.3,-0.36
31790,36.721071,-4.401529,50.3,-0.35
31795,36.721054,-4.401581,50.3,-0.30
31800,36.721036,-4.401632,50.2,-0.24
31805,36.721017,-4.401683,50.2,-0.19
31810,36.721000,-4.401734,50.2,-0.18
31815,36.720982,-4.401786,50.2,-0.20
31820,36.720963,-4.401837,50.2,-0.27
31825,36.720945,-4.401889,50.2,-0.38
31830,36.720928,-4.401940,50.2,-0.52
31835,36.720910,-4.401991,50.1,-0.69
31840,36.720891,-4.402042,50.1,-0.83
31845,36.720872,-4.402093,50.1,-0.93
31850,36.720854,-4.402144,50.0,-1.05
31855,36.720839,-4.402196,50.0,-1.14
31860,36.720824,-4.402249,49.9,-1.19
31865,36.720808,-4.402301,49.8,-1.20
31870,36.720790,-4.402353,49.8,-1.18
31875,36.720771,-4.402404,49.7,-1.09
31880,36.720753,-4.402455,49.7,-0.92
31885,36.720734,-4.402506,49.6,-0.75
31890,36.720714,-4.402556,49.6,-0.56
31895,36.720698,-4.402608,49.6,-0.38
31900,36.720682,-4.402660,49.5,-0.26
31905,36.720667,-4.402713,49.5,-0.22
31910,36.720650,-4.402764,49.5,-0.22
31915,36.720633,-4.402817,49.5,-0.22
31920,36.720617,-4.402870,49.5,-0.22
31925,36.720606,-4.402924,49.5,-0.22
31930,36.720595,-4.402978,49.5,-0.19
31935,36.720585,-4.403032,49.5,-0.18
31940,36.720576,-4.403088,49.5,-0.18
31945,36.720570,-4.403143,49.5,-0.20
31950,36.720565,-4.403199,49.5,-0.25
31955,36.720560,-4.403254,49.4,-0.27
31960,36.720552,-4.403309,49.4,-0.25
31965,36.720546,-4.403365,49.4,-0.19
31970,36.720543,-4.403421,49.4,-0.13
31975,36.720543,-4.403477,49.4,-0.07
31980,36.720540,-4.403532,49.4,-0.01
31985,36.720535,-4.403588,49.4,0.00
31990,36.720532,-4.403644,49.4,0.00
31995,36.720533,-4.403700,49.4,0.00
32000,36.720536,-4.403756,49.4,0.00
32005,36.720539,-4.403812,49.4,0.00
32010,36.720539,-4.403868,49.4,0.00
32015,36.720536,-4.403924,49.4,0.04
32020,36.720531,-4.403979,49.4,0.10
32025,36.720528,-4.404035,49.4,0.17
32030,36.720525,-4.404091,49.4,0.23
32035,36.720522,-4.404147,49.4,0.29
32040,36.720518,-4.404202,49.4,0.35
32045,36.720512,-4.404258,49.5,0.36
32050,36.720506,-4.404313,49.5,0.36
32055,36.720499,-4.404369,49.5,0.36
32060,36.720493,-4.404424,49.5,0.39
32065,36.720486,-4.404479,49.5,0.45
32070,36.720476,-4.404534,49.6,0.40
32075,36.720463,-4.404588,49.6,0.34
32080,36.720453,-4.404643,49.6,0.28
32085,36.720445,-4.404698,49.6,0.22
32090,36.720437,-4.404752,49.6,0.14
32095,36.720426,-4.404807,49.6,0.02
32100,36.720416,-4.404862,49.6,0.00
32105,36.720411,-4.404917,49.6,0.00
32110,36.720407,-4.404973,49.6,0.00
32115,36.720396,-4.405027,49.6,-0.02
32120,36.720383,-4.405081,49.6,-0.08
32125,36.720371,-4.405135,49.6,-0.08
32130,36.720357,-4.405188,49.6,-0.08
32135,36.720341,-4.405240,49.6,-0.10
32140,36.720324,-4.405292,49.6,-0.16
32145,36.720308,-4.405344,49.6,-0.20
32150,36.720290,-4.405395,49.6,-0.20
32155,36.720271,-4.405447,49.6,-0.26
32160,36.720252,-4.405498,49.6,-0.32
32165,36.720235,-4.405549,49.5,-0.36
32170,36.720217,-4.405600,49.5,-0.36
32175,36.720197,-4.405649,49.5,-0.36
32180,36.720172,-4.405697,49.5,-0.36
32185,36.720150,-4.405745,49.5,-0.36
32190,36.720128,-4.405794,49.4,-0.35
32195,36.720104,-4.405843,49.4,-0.29
32200,36.720080,-4.405889,49.4,-0.23
32205,36.720055,-4.405935,49.4,-0.17
32210,36.720032,-4.405984,49.4,-0.11
32215,36.720013,-4.406034,49.4,-0.01
32220,36.719994,-4.406085,49.4,0.10
32225,36.719974,-4.406135,49.4,0.16
32230,36.719952,-4.406185,49.4,0.22
32235,36.719933,-4.406234,49.4,0.28
32240,36.719912,-4.406284,49.4,0.34
32245,36.719890,-4.406333,49.5,0.36
32250,36.719868,-4.406382,49.5,0.36
32255,36.719846,-4.406431,49.5,0.36
32260,36.719825,-4.406481,49.5,0.36
32265,36.719806,-4.406531,49.5,0.40
32270,36.719782,-4.406579,49.6,0.42
32275,36.719760,-4.406627,49.6,0.42
32280,36.719738,-4.406675,49.6,0.42
32285,36.719714,-4.406724,49.6,0.42
32290,36.719692,-4.406773,49.6,0.42
32295,36.719671,-4.406822,49.7,0.39
32300,36.719650,-4.406871,49.7,0.36
32305,36.719628,-4.406920,49.7,0.36
32310,36.719604,-4.406969,49.7,0.36
32315,36.719581,-4.407017,49.7,0.36
32320,36.719558,-4.407065,49.8,0.33
32325,36.719535,-4.407113,49.8,0.27
32330,36.719510,-4.407160,49.8,0.21
32335,36.719484,-4.407206,49.8,0.15
32340,36.719459,-4.407251,49.8,0.11
32345,36.719433,-4.407296,49.8,0.11
32350,36.719406,-4.407340,49.8,0.15
32355,36.719378,-4.407384,49.8,0.21
32360,36.719351,-4.407429,49.8,0.27
32365,36.719321,-4.407472,49.8,0.33
32370,36.719291,-4.407515,49.9,0.36
32375,36.719261,-4.407556,49.9,0.36
32380,36.719231,-4.407598,49.9,0.32
32385,36.719201,-4.407639,49.9,0.26
32390,36.719171,-4.407681,49.9,0.20
32395,36.719142,-4.407723,49.9,0.11
32400,36.719114,-4.407766,49.9,-0.01
32405,36.719082,-4.407807,49.9,-0.13
32410,36.719050,-4.407847,49.9,-0.17
32415,36.719017,-4.407886,49.9,-0.17
32420,36.718986,-4.407926,49.9,-0.17
32425,36.718956,-4.407967,49.9,-0.15
32430,36.718926,-4.408008,49.9,-0.08
32435,36.718896,-4.408049,49.9,0.02
32440,36.718867,-4.408092,49.9,0.11
32445,36.718839,-4.408136,49.9,0.15
32450,36.718809,-4.408179,49.9,0.15
32455,36.718780,-4.408223,49.9,0.15
32460,36.718754,-4.408268,49.9,0.15
32465,36.718727,-4.408311,49.9,0.07
32470,36.718697,-4.408354,49.9,-0.05
32475,36.718666,-4.408396,49.9,-0.16
32480,36.718637,-4.408439,49.9,-0.22
32485,36.718609,-4.408482,49.9,-0.28
32490,36.718582,-4.408526,49.9,-0.34
32495,36.718552,-4.408568,49.9,-0.39
32500,36.718524,-4.408612,49.8,-0.43
32505,36.718496,-4.408657,49.8,-0.43
32510,36.718470,-4.408700,49.8,-0.43
32515,36.718443,-4.408745,49.8,-0.43
32520,36.718417,-4.408791,49.8,-0.47
32525,36.718394,-4.408839,49.7,-0.50
32530,36.718381,-4.408893,49.7,-0.52
32535,36.718372,-4.408948,49.7,-0.58
32540,36.718365,-4.409003,49.7,-0.64
32545,36.718360,-4.409059,49.6,-0.70
32550,36.718353,-4.409114,49.6,-0.70
32555,36.718343,-4.409168,49.5,-0.64
32560,36.718340,-4.409224,49.5,-0.58
32565,36.718335,-4.409280,49.5,-0.52
32570,36.718327,-4.409335,49.5,-0.46
32575,36.718334,-4.409391,49.4,-0.36
32580,36.718339,-4.409446,49.4,-0.27
32585,36.718342,-4.409502,49.4,-0.21
32590,36.718342,-4.409558,49.4,-0.14
32595,36.718345,-4.409614,49.4,-0.08
32600,36.718354,-4.409669,49.4,-0.02
